,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.53117,0.87931,1.98617,3.07617,1.48214,4.20047
TestRMSE,2.22866,0.66339,1.81749,2.63984,1.36369,3.32287
Step1,1.23157,0.55714,0.88625,1.57689,0.72336,2.52163
Step2,1.13166,0.42585,0.86771,1.3956,0.7342,1.89092
Step3,1.35805,0.52303,1.03387,1.68223,0.72409,2.4396
