,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,3.16343,2.83349,1.84619,1.83538,1.11876
Exp2,1.48214,1.36369,0.77234,0.75827,0.82955
Exp3,2.49767,2.3587,0.91083,1.18961,1.82173
Exp4,2.2308,2.0934,0.90403,1.16748,1.48393
Exp5,1.52499,1.37459,0.90892,0.7342,0.72409
Exp6,2.30038,1.86241,0.72336,1.39403,1.001
Exp7,2.06824,1.99067,1.62175,0.75462,0.87363
Exp8,4.20047,3.32287,1.23055,1.89092,2.4396
Exp9,3.86215,3.22751,2.52163,0.83742,1.8322
Exp10,1.98144,1.85929,0.8761,0.75464,1.456
