,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.27046,1.09251,0.38554,0.62596,0.80815
Exp2,0.27101,1.08966,0.38074,0.62313,0.80878
Exp3,0.27622,1.08448,0.38217,0.61967,0.80378
Exp4,0.27441,1.08023,0.37971,0.61902,0.79971
Exp5,0.27353,1.08882,0.38126,0.62239,0.80796
Exp6,0.27149,1.08093,0.38467,0.61878,0.79848
Exp7,0.27233,1.08626,0.37923,0.62204,0.80573
Exp8,0.27366,1.09415,0.39054,0.62656,0.80751
Exp9,0.2728,1.09882,0.38466,0.63016,0.81384
Exp10,0.27388,1.09253,0.38542,0.62548,0.8086
