,Colour(t-23),Colour(t-22),Colour(t-21),Colour(t-20),Colour(t-19),Colour(t-18),Colour(t-17),Colour(t-16),Colour(t-15),Colour(t-14),Colour(t-13),Colour(t-12),Colour(t-11),Colour(t-10),Colour(t-9),Colour(t-8),Colour(t-7),Colour(t-6),Colour(t-5),Colour(t-4),Colour(t-3),Colour(t-2),Colour(t-1),Colour(t),Colour(t+1),Colour(t+2),Colour(t+3)
0,96.19047619047618,93.39285714285714,91.10714285714286,89.3333333333334,87.47619047619054,87.40476190476197,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057
1,93.39285714285714,91.10714285714286,89.3333333333334,87.47619047619054,87.40476190476197,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768
2,91.10714285714286,89.3333333333334,87.47619047619054,87.40476190476197,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292
3,89.3333333333334,87.47619047619054,87.40476190476197,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334
4,87.47619047619054,87.40476190476197,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334,105.9285714285715
5,87.40476190476197,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334,105.9285714285715,108.0238095238096
6,87.38095238095244,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334,105.9285714285715,108.0238095238096,111.71428571428578
7,89.69047619047626,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334,105.9285714285715,108.0238095238096,111.71428571428578,114.8095238095239
8,95.4285714285715,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334,105.9285714285715,108.0238095238096,111.71428571428578,114.8095238095239,117.8333333333334
9,102.30952380952388,109.26190476190484,115.09523809523816,118.4285714285715,119.9285714285715,120.47619047619057,120.3333333333334,120.73809523809533,121.83333333333344,123.83333333333344,126.0238095238096,126.57142857142868,125.66666666666674,123.78571428571436,120.76190476190484,119.2142857142858,112.8333333333334,106.97619047619057,102.61904761904768,100.85714285714292,101.8333333333334,105.9285714285715,108.0238095238096,111.71428571428578,114.8095238095239,117.8333333333334,119.1190476190477
