,0,1,2,3,4
CNN-ew2,0.7208,0.782,0.761,0.7682,0.7704
RNN-ew2,0.5806,0.58,0.6443,0.7393,0.5272
GRU-ew2,0.5243,0.6327,0.5265,0.6462,0.6682
DNN-ew2,0.7077,0.4626,0.389,0.5228,0.5109
LSTM-ew2,0.6682,0.648,0.578,0.6195,0.6691
