,0,1,2,3,4
CNN-ew2,0.0741,-0.0901,-0.0322,-0.0518,-0.0578
RNN-ew2,0.3991,0.4005,0.2602,0.0259,0.5046
GRU-ew2,0.5101,0.2866,0.5059,0.2558,0.2041
DNN-ew2,0.1074,0.6185,0.7302,0.5128,0.5349
LSTM-ew2,0.2042,0.2515,0.4045,0.316,0.2021
