,0,1,2,3,4
CNN-ew2,0.0218,-0.1799,-0.1217,-0.1446,-0.1333
RNN-ew2,0.167,0.0078,-0.0116,-0.1343,0.111
GRU-ew2,0.1647,-0.0327,0.133,-0.041,-0.1062
DNN-ew2,-0.0012,0.1943,0.3008,0.0924,0.0283
LSTM-ew2,-0.0328,-0.0098,0.0897,0.0455,-0.0471
