,0,1,2,3,4
CNN-ew2,0.7411,0.8139,0.7936,0.8016,0.7976
RNN-ew2,0.6839,0.7464,0.7536,0.798,0.7065
GRU-ew2,0.6848,0.7615,0.6977,0.7645,0.7881
DNN-ew2,0.7497,0.6726,0.6265,0.7138,0.7386
LSTM-ew2,0.7615,0.7529,0.7149,0.732,0.7667
