,0,1,2,3,4
CNN-ew2,0.7584,0.8451,0.823,0.8318,0.8275
RNN-ew2,0.7662,0.8184,0.8076,0.8322,0.7944
GRU-ew2,0.7768,0.8261,0.7947,0.8227,0.8424
DNN-ew2,0.7711,0.7868,0.7655,0.7985,0.8229
LSTM-ew2,0.8154,0.8164,0.7971,0.7984,0.8233
