,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.16966,0.93775,0.36473,0.54436,0.67083
Exp2,0.17414,0.93306,0.37,0.54103,0.66407
Exp3,0.16818,0.92868,0.36158,0.53717,0.66571
Exp4,0.17162,0.9279,0.35742,0.53762,0.6665
Exp5,0.17407,0.92611,0.36193,0.53564,0.66316
Exp6,0.1712,0.91926,0.3554,0.53328,0.65904
Exp7,0.17402,0.94518,0.37453,0.54739,0.6734
Exp8,0.1694,0.92945,0.36438,0.5395,0.66335
Exp9,0.1694,0.94384,0.36402,0.54837,0.67646
Exp10,0.16557,0.9293,0.3632,0.53716,0.6657
