,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.17072,0.00269,0.16906,0.17239,0.16557,0.17414
TestRMSE,0.93205,0.00766,0.92731,0.9368,0.91926,0.94518
Step1,0.36372,0.00524,0.36047,0.36697,0.3554,0.37453
Step2,0.54015,0.0048,0.53718,0.54313,0.53328,0.54837
Step3,0.66682,0.00499,0.66373,0.66991,0.65904,0.67646
