Datetime,NH3_N,Colour
2021-12-23 00:00:00,0.1956597666666666,95.5
2021-12-23 01:00:00,0.1959679166666666,95.25
2021-12-23 02:00:00,0.20290504166666662,92.625
2021-12-23 03:00:00,0.20796089583333333,91.0625
2021-12-23 04:00:00,0.21135872291666666,89.78125
2021-12-23 05:00:00,0.211355278125,88.140625
2021-12-23 06:00:00,0.2113720890625,87.8203125
2021-12-23 07:00:00,0.21054633619791663,89.16015625
2021-12-23 08:00:00,0.3207408514322916,91.080078125
2021-12-23 09:00:00,0.9204985507161458,96.7900390625
2021-12-23 10:00:00,0.9770326170247395,104.14501953125
2021-12-23 11:00:00,0.7332234835123698,109.322509765625
2021-12-23 12:00:00,0.5107666917561848,113.6612548828125
2021-12-23 13:00:00,0.3802227542114257,116.83062744140625
2021-12-23 14:00:00,0.30892056043904614,119.16531372070312
2021-12-23 15:00:00,0.27469999688618973,119.58265686035156
2021-12-23 16:00:00,0.28165607344309485,119.54132843017578
2021-12-23 17:00:00,0.2924950533882141,120.77066421508789
2021-12-23 18:00:00,0.30403816002744033,122.63533210754395
2021-12-23 19:00:00,0.3021680133470535,124.06766605377197
2021-12-23 20:00:00,0.2851565400068601,125.28383302688599
2021-12-23 21:00:00,0.25992409500343006,126.141916513443
2021-12-23 22:00:00,0.24129421416838168,124.5709582567215
2021-12-23 23:00:00,0.22937561541752416,122.53547912836075
2021-12-24 00:00:00,0.22273624937542874,120.26773956418037
2021-12-24 01:00:00,0.218086291354381,117.38386978209019
2021-12-24 02:00:00,0.21733426234385717,114.9419348910451
2021-12-24 03:00:00,0.24495015617192858,103.72096744552255
2021-12-24 04:00:00,0.26601790308596424,103.86048372276127
2021-12-24 05:00:00,0.24985059320964875,103.93024186138064
2021-12-24 06:00:00,0.23962516327149103,104.71512093069032
2021-12-24 07:00:00,0.23443339830241217,105.85756046534516
2021-12-24 08:00:00,0.23132709081787273,107.92878023267258
2021-12-24 09:00:00,0.23127643707560303,113.21439011633629
2021-12-24 10:00:00,0.23394631020446816,114.85719505816814
2021-12-24 11:00:00,0.2365647467689007,116.17859752908407
2021-12-24 12:00:00,0.24397126505111702,118.08929876454204
2021-12-24 13:00:00,0.27665139085889184,117.29464938227102
2021-12-24 14:00:00,0.3009930537627792,114.89732469113551
2021-12-24 15:00:00,0.2764923518813896,114.19866234556775
2021-12-24 16:00:00,0.2570870842740281,113.59933117278388
2021-12-24 17:00:00,0.243748117137014,112.29966558639194
2021-12-24 18:00:00,0.23448307523517364,110.89983279319597
2021-12-24 19:00:00,0.22798999595092012,110.44991639659798
2021-12-24 20:00:00,0.2238179396421267,109.97495819829899
2021-12-24 21:00:00,0.22109978648773,109.4874790991495
2021-12-24 22:00:00,0.2200835015771983,108.74373954957474
2021-12-24 23:00:00,0.2183123674552658,107.87186977478737
2021-12-25 00:00:00,0.2173886420609662,107.43593488739369
2021-12-25 01:00:00,0.2168388710304831,106.21796744369684
2021-12-25 02:00:00,0.2166277771819082,104.35898372184842
2021-12-25 03:00:00,0.21704955525762076,103.1794918609242
2021-12-25 04:00:00,0.21862796929547704,100.0897459304621
2021-12-25 05:00:00,0.21972535964773854,99.04487296523105
2021-12-25 06:00:00,0.22103467982386926,99.02243648261552
2021-12-25 07:00:00,0.22233818991193463,100.01121824130776
2021-12-25 08:00:00,0.22364661162263397,101.50560912065387
2021-12-25 09:00:00,0.22579171414465027,105.00280456032694
2021-12-25 10:00:00,0.22766528207232511,110.00140228016346
2021-12-25 11:00:00,0.2282004327028292,113.75070114008173
2021-12-25 12:00:00,0.22961266635141458,116.37535057004087
2021-12-25 13:00:00,0.23334374150904058,117.43767528502043
2021-12-25 14:00:00,0.24027082908785358,117.21883764251021
2021-12-25 15:00:00,0.24872705621059343,117.6094188212551
2021-12-25 16:00:00,0.2426476031052967,118.55470941062755
2021-12-25 17:00:00,0.2307331098859817,120.02735470531377
2021-12-25 18:00:00,0.22236218827632415,121.26367735265688
2021-12-25 19:00:00,0.21678210247149543,122.38183867632844
2021-12-25 20:00:00,0.2134491512357477,123.94091933816422
2021-12-25 21:00:00,0.21122360061787385,124.22045966908212
2021-12-25 22:00:00,0.21000625030893694,123.86022983454106
2021-12-25 23:00:00,0.22415299182113513,122.93011491727053
2021-12-26 00:00:00,0.2497552209105675,121.96505745863527
2021-12-26 01:00:00,0.3447866437886171,120.73252872931764
2021-12-26 02:00:00,0.6668965385609753,118.11626436465882
2021-12-26 03:00:00,0.6667799609471543,113.80813218232942
2021-12-26 04:00:00,0.4904968304735772,109.65406609116471
2021-12-26 05:00:00,0.3737276235701219,107.07703304558235
2021-12-26 06:00:00,0.30354079511839427,106.78851652279118
2021-12-26 07:00:00,0.2626855392258638,106.39425826139559
2021-12-26 08:00:00,0.24238761127959854,105.44712913069779
2021-12-26 09:00:00,0.23205069730646594,107.9735645653489
2021-12-26 10:00:00,0.22670222365323295,112.73678228267445
2021-12-26 11:00:00,0.24323145349328312,116.36839114133723
2021-12-26 12:00:00,0.3018605600799749,118.6841955706686
2021-12-26 13:00:00,0.32199572170665414,120.5920977853343
2021-12-26 14:00:00,0.3215595525199937,121.54604889266716
2021-12-26 15:00:00,0.30400655125999687,122.27302444633358
2021-12-26 16:00:00,0.29287175062999843,122.63651222316679
2021-12-26 17:00:00,0.3412951753149992,122.8182561115834
2021-12-26 18:00:00,0.5367727293241663,122.1591280557917
2021-12-26 19:00:00,0.7269055313287498,121.07956402789586
2021-12-26 20:00:00,0.8379075573310416,120.28978201394793
2021-12-26 21:00:00,0.7504560703321874,117.89489100697396
