,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-ew2,0.6353,0.0896,0.8141,0.5847,0.2669,0.2241,0.3911,-0.1805
RNN-ew2,0.5026,0.0118,0.5242,0.4893,0.5499,0.0214,0.5735,0.5105
GRU-ew2,0.4793,0.0186,0.516,0.4669,0.5902,0.0325,0.6117,0.5258
DNN-ew2,0.5929,0.0031,0.596,0.5878,0.3739,0.0065,0.3845,0.3674
LSTM-ew2,0.5218,0.011,0.541,0.5092,0.5148,0.0206,0.5381,0.4787
