,0,1,2,3,4
CNN-ew2,0.3812,0.3888,-0.1805,0.3911,0.3539
RNN-ew2,0.5497,0.5528,0.5629,0.5105,0.5735
GRU-ew2,0.6093,0.6117,0.6065,0.5976,0.5258
DNN-ew2,0.3778,0.3719,0.3845,0.3677,0.3674
LSTM-ew2,0.5122,0.5381,0.4787,0.5139,0.5309
