,0,1,2,3,4
CNN-ew2,-0.0277,-0.0252,-0.2725,-0.0193,-0.0838
RNN-ew2,-0.0068,-0.003,0.0454,-0.1356,0.0602
GRU-ew2,0.0966,0.134,0.0623,0.0536,-0.2242
DNN-ew2,-0.038,-0.0368,-0.0285,-0.0577,-0.0531
LSTM-ew2,-0.4501,-0.4001,-0.6861,-0.4851,-0.3927
