,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-ew2,0.4295,0.1751,0.7794,0.3352,0.6165,0.3498,0.7998,-0.0828,0.0692,0.0245,0.1182,0.0569,20.9539,17.4953,55.9439,12.0602
RNN-ew2,0.2375,0.0047,0.2457,0.2309,0.8994,0.004,0.905,0.8924,0.0428,0.0004,0.0433,0.0421,6.392,0.0592,6.4605,6.3242
GRU-ew2,0.2265,0.0055,0.2362,0.2204,0.9085,0.0044,0.9134,0.9006,0.0388,0.0005,0.0395,0.0382,5.1035,0.1086,5.3128,5.0184
DNN-ew2,0.3438,0.0038,0.3491,0.3383,0.7893,0.0047,0.7961,0.7828,0.0565,0.0004,0.0569,0.0559,12.0112,0.076,12.1077,11.911
LSTM-ew2,0.2457,0.0011,0.2469,0.2439,0.8924,0.0009,0.894,0.8913,0.0388,0.0002,0.039,0.0384,4.5808,0.106,4.7469,4.489
