,0,1,2,3,4
CNN-ew2,0.7943,0.7994,-0.0828,0.7998,0.7717
RNN-ew2,0.9,0.9001,0.8997,0.8924,0.905
GRU-ew2,0.9103,0.911,0.9134,0.9072,0.9006
DNN-ew2,0.7931,0.7872,0.7961,0.7874,0.7828
LSTM-ew2,0.8924,0.8927,0.8913,0.8916,0.894
