,0,1,2,3,4
CNN-ew2,0.7597,0.7588,0.8453,0.7566,0.7802
RNN-ew2,0.7519,0.7505,0.7322,0.7986,0.7265
GRU-ew2,0.7123,0.6974,0.7257,0.729,0.8292
DNN-ew2,0.7635,0.7631,0.76,0.7707,0.769
LSTM-ew2,0.9024,0.8867,0.9731,0.9132,0.8844
