,0,1,2,3,4
CNN-ew2,0.5894,0.5858,0.8141,0.5847,0.6023
RNN-ew2,0.5028,0.5011,0.4954,0.5242,0.4893
GRU-ew2,0.4683,0.4669,0.47,0.4753,0.516
DNN-ew2,0.591,0.5938,0.5878,0.5958,0.596
LSTM-ew2,0.5233,0.5092,0.541,0.5224,0.5132
