,0,1,2
CNN-sg5,-0.0079,-0.0119,-0.0159
RNN-sg5,-0.1131,-0.0104,0.0425
GRU-sg5,-0.0572,-0.2755,-0.1221
DNN-sg5,-0.0701,-0.0913,-0.0068
LSTM-sg5,-0.487,-1.3222,-0.1419
