,0,1,2
CNN-sg5,0.7981,0.7981,0.7982
RNN-sg5,0.9054,0.9128,0.9108
GRU-sg5,0.8893,0.9009,0.8951
DNN-sg5,0.7722,0.769,0.7988
LSTM-sg5,0.8796,0.8706,0.8899
