,0,1,2
CNN-sg5,3.90625e-07,3.90625e-07,9.765625e-08
RNN-sg5,3.90625e-07,7.8125e-07,3.90625e-07
GRU-sg5,7.8125e-07,7.8125e-07,7.8125e-07
DNN-sg5,1.953125e-07,1.953125e-07,3.90625e-07
LSTM-sg5,1.953125e-07,1.953125e-07,9.765625e-08
