,fc1_rmse_mean,fc1_r2_mean,test_loss_mean,train_loss_mean,valid_loss_mean,last_epoch,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_std,test_loss_max,test_loss_min,train_loss_std,train_loss_max,train_loss_min,valid_loss_std,valid_loss_max,valid_loss_min
CNN-sg5,0.3366,0.7981,0.057,9.88,3.1704,9.765625e-08,0.0,0.3366,0.3365,0.0,0.7982,0.7981,0.0,0.057,0.0569,0.098,10.0085,9.7708,0.112,3.2621,3.0127
RNN-sg5,0.2251,0.9097,0.0407,4.2147,1.5257,3.90625e-07,0.0039,0.2304,0.2212,0.0031,0.9128,0.9054,0.0008,0.0416,0.0397,0.0276,4.2533,4.1902,0.0237,1.5592,1.5071
GRU-sg5,0.2425,0.8951,0.0381,2.7006,1.2333,7.8125e-07,0.0055,0.2492,0.2358,0.0047,0.9009,0.8893,0.0002,0.0383,0.0378,0.0501,2.7709,2.6573,0.015,1.2509,1.2142
DNN-sg5,0.3512,0.78,0.0568,9.7699,3.2601,3.90625e-07,0.0108,0.36,0.336,0.0134,0.7988,0.769,0.0001,0.0569,0.0567,0.0863,9.8821,9.6721,0.0068,3.2696,3.2544
LSTM-sg5,0.2593,0.88,0.0403,2.3894,1.2959,9.765625e-08,0.0086,0.2695,0.2485,0.0079,0.8899,0.8706,0.0011,0.0418,0.0391,0.0166,2.4123,2.3738,0.036,1.3311,1.2464
