,0,1,2
CNN-sg5,0.5837,0.5846,0.5852
RNN-sg5,0.5088,0.4901,0.4852
GRU-sg5,0.4801,0.5043,0.4906
DNN-sg5,0.6019,0.6064,0.5834
LSTM-sg5,0.5197,0.593,0.4998
