,0,1,2
CNN-sg5,0.3366,0.3366,0.3365
RNN-sg5,0.2304,0.2212,0.2238
GRU-sg5,0.2492,0.2358,0.2426
DNN-sg5,0.3575,0.36,0.336
LSTM-sg5,0.2599,0.2695,0.2485
