,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,1.104,0.79189,1.2013,0.50734,0.66704
Exp2,0.78599,0.66632,0.57995,0.79362,0.62539
Exp3,2.87585,1.9265,0.83735,4.23004,0.71212
Exp4,3.23728,2.3594,2.98142,3.28406,0.81274
Exp5,4.84179,3.15408,4.91921,3.5118,1.03123
Exp6,2.65801,1.93366,2.61909,1.79311,1.38878
Exp7,0.90831,0.6908,0.631,0.81455,0.62683
Exp8,1.13526,0.98512,1.47091,0.44882,1.03562
Exp9,1.60241,1.13923,0.99765,0.52889,1.89114
Exp10,0.66536,0.63064,0.62828,0.49653,0.76712
