,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.98142,1.30226,1.17428,2.78857,0.66536,4.84179
TestMSE,1.42776,0.8243,0.91686,1.93867,0.63064,3.15408
Step1,1.68661,1.33913,0.85661,2.51662,0.57995,4.91921
Step2,1.64088,1.39928,0.77359,2.50816,0.44882,4.23004
Step3,0.9558,0.38609,0.7165,1.1951,0.62539,1.89114
