,fc3_rmse_mean,fc3_r2_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_std,fc3_r2_max,fc3_r2_min
0,0.8449,-0.2719,0.0212,0.8719,0.82,0.064,-0.1972,-0.3536
0,0.916,-0.5,0.0582,0.9919,0.8504,0.1916,-0.2878,-0.752
0,0.7839,-0.1022,0.0669,0.8739,0.7135,0.1902,0.0934,-0.3599
0,0.7993,-0.1389,0.0275,0.8201,0.7604,0.0775,-0.0295,-0.1977
0,0.853,-0.2959,0.0149,0.8725,0.8362,0.0456,-0.245,-0.3557
0,0.8151,-0.1832,0.0081,0.8263,0.8073,0.0236,-0.1606,-0.2158
0,0.8117,-0.1743,0.0264,0.8418,0.7776,0.076,-0.0766,-0.2618
