,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-obs,0.8563,0.105,0.9613,0.7513,-0.3256,0.3202,-0.0055,-0.6458
RNN-obs,0.9428,0.0809,1.0237,0.862,-0.5952,0.2716,-0.3236,-0.8668
GRU-obs,0.8682,0.1253,0.9935,0.743,-0.3706,0.3874,0.0168,-0.7581
DNN-obs,0.7654,0.0421,0.8076,0.7233,-0.0467,0.115,0.0683,-0.1617
LSTM-obs,0.7029,0.0112,0.7141,0.6917,0.1198,0.028,0.1478,0.0917
