,0,1
CNN-obs,100.1495559451871,77.36699657932013
RNN-obs,209.63025315367952,173.87607229514322
GRU-obs,133.2739326957184,62.25502298537965
DNN-obs,105.50314153245122,66.24851208175603
LSTM-obs,44.29710990090912,44.05017327983273
