,0,1,2,3,4
CNN-or,0.7809,-0.0267,0.7759,0.8005,0.8032
RNN-or,0.8991,0.9026,0.902,0.8984,0.9021
GRU-or,0.9065,0.9091,0.9061,0.9133,0.9099
DNN-or,0.7882,0.8011,0.8012,0.8027,0.7973
LSTM-or,0.9104,0.9102,0.9144,0.908,0.9059
