,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,17273.93066,15304.40863,7788.15991,26759.7014,9809.96729,63100.82925
TestMSE,23165.00817,20450.83528,10489.44914,35840.5672,13329.4446,84375.41332
Step1,16357.60702,8902.79979,10839.59454,21875.6195,3798.35308,37701.28294
Step2,31932.82056,54628.06422,-1926.00443,65791.64555,1212.15586,195135.259
Step3,21204.59692,13338.43535,12937.34904,29471.8448,1639.05162,54192.62788
