,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.74051,2.98705,1.59859,2.25838,1.12546
Exp2,4.28619,4.67092,3.37028,1.36859,2.93012
Exp3,2.35165,2.57584,1.38446,1.7375,1.30359
Exp4,2.26123,2.4554,1.40831,1.41961,1.4249
Exp5,2.75281,2.97379,1.80667,1.0113,2.13463
Exp6,3.16632,3.42021,1.48677,1.92846,2.40174
Exp7,2.4691,2.64078,1.06226,0.92864,2.23225
Exp8,2.1284,2.26638,1.70711,0.88776,1.19756
Exp9,1.67105,1.63907,1.00068,0.94073,0.89455
Exp10,1.938,2.0474,0.87787,0.9047,1.61329
