,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.57652,0.70134,2.14183,3.01122,1.67105,4.28619
TestRMSE,2.76768,0.7958,2.27444,3.26093,1.63907,4.67092
Step1,1.5703,0.66671,1.15707,1.98353,0.87787,3.37028
Step2,1.33857,0.4675,1.04881,1.62833,0.88776,2.25838
Step3,1.72581,0.62792,1.33662,2.115,0.89455,2.93012
