,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-sg7,0.3509,0.0193,0.378,0.3348,0.7799,0.0246,0.8002,0.7453,0.0577,0.0009,0.059,0.0569,11.6895,0.967,13.057,11.0034
RNN-sg7,0.2484,0.0096,0.2619,0.2411,0.8899,0.0086,0.8964,0.8778,0.047,0.0016,0.0491,0.0451,5.7245,0.4491,6.2815,5.1818
GRU-sg7,0.235,0.015,0.2555,0.22,0.9011,0.0128,0.9138,0.8836,0.0436,0.0019,0.0462,0.042,4.5232,0.3615,5.0321,4.2262
DNN-sg7,0.347,0.0113,0.3622,0.335,0.7852,0.0141,0.8,0.7662,0.0574,0.0002,0.0576,0.0571,11.2038,0.1632,11.3702,10.9821
LSTM-sg7,0.2313,0.0119,0.2403,0.2144,0.9044,0.0096,0.918,0.8971,0.0435,0.0005,0.0441,0.0428,3.8304,0.1697,4.0686,3.6854
