,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg7,0.7684,0.0082,0.7797,0.7605,-0.0515,0.0226,-0.0298,-0.0826
RNN-sg7,0.6983,0.0152,0.716,0.679,0.1312,0.0377,0.1791,0.087
GRU-sg7,0.7281,0.0297,0.7657,0.6932,0.0545,0.0771,0.1444,-0.0439
DNN-sg7,0.7772,0.0107,0.7917,0.7662,-0.0758,0.0297,-0.0454,-0.1161
LSTM-sg7,0.7819,0.047,0.8362,0.7216,-0.0926,0.1301,0.0728,-0.2451
