,0,1,2
CNN-sg7,0.7605,0.7797,0.7649
RNN-sg7,0.679,0.7,0.716
GRU-sg7,0.7253,0.6932,0.7657
DNN-sg7,0.7917,0.7662,0.7737
LSTM-sg7,0.8362,0.7216,0.7879
