,0,1,2
CNN-sg7,0.5899,0.6263,0.5878
RNN-sg7,0.4688,0.492,0.4885
GRU-sg7,0.4828,0.4616,0.5143
DNN-sg7,0.6108,0.5885,0.5966
LSTM-sg7,0.506,0.4539,0.5058
