,0,1,2
CNN-sg7,0.3802,0.3013,0.3846
RNN-sg7,0.6086,0.5688,0.5749
GRU-sg7,0.5849,0.6205,0.5288
DNN-sg7,0.3354,0.3831,0.366
LSTM-sg7,0.5439,0.633,0.5444
