,0,1,2
CNN-sg7,0.3399,0.378,0.3348
RNN-sg7,0.2411,0.2619,0.2421
GRU-sg7,0.2296,0.22,0.2555
DNN-sg7,0.3622,0.335,0.3438
LSTM-sg7,0.2403,0.2144,0.2391
