,0,1,2
CNN-sg7,0.7941,0.7453,0.8002
RNN-sg7,0.8964,0.8778,0.8955
GRU-sg7,0.906,0.9138,0.8836
DNN-sg7,0.7662,0.8,0.7894
LSTM-sg7,0.8971,0.918,0.8981
