,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,1.48279,1.13284,1.47047,1.28306,0.64499
Exp2,1.92824,1.31743,1.85163,1.58208,0.51859
Exp3,1.77071,1.24924,1.44497,0.63248,1.67028
Exp4,1.56319,1.05226,0.67476,1.9782,0.50382
Exp5,3.67997,2.43613,5.41105,0.78636,1.11097
Exp6,1.70919,1.08327,1.26719,1.25002,0.7326
Exp7,2.18148,1.53078,0.63655,1.72023,2.23557
Exp8,1.54741,1.14223,0.4944,0.71971,2.21258
Exp9,3.12209,2.35655,1.27691,2.88133,2.91142
Exp10,1.29155,0.83988,0.63713,1.03418,0.84832
