,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.02766,0.7358,1.57161,2.48372,1.29155,3.67997
TestMSE,1.41406,0.52019,1.09164,1.73648,0.83988,2.43613
Step1,1.5165,1.36775,0.66876,2.36425,0.4944,5.41105
Step2,1.38677,0.65277,0.98218,1.79136,0.63248,2.88133
Step3,1.33892,0.81621,0.83302,1.84481,0.50382,2.91142
