,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
RNN-ews,0.7177,0.0297,0.7547,0.6805,0.0812,0.0758,0.1754,-0.0143
DNN-sg7,0.7669,0.0606,0.8691,0.6843,-0.0538,0.1686,0.1663,-0.3451
RNN-attn-ew2,0.7334,0.0244,0.7788,0.7115,0.0412,0.0648,0.0985,-0.0801
