,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24864,0.9038,0.34264,0.51601,0.65818
Exp2,0.24452,0.90988,0.34295,0.5231,0.66078
Exp3,0.24878,0.90252,0.34153,0.5151,0.6577
Exp4,0.26236,0.91964,0.34871,0.52809,0.66728
Exp5,0.24997,0.91679,0.34446,0.5253,0.66777
Exp6,0.24938,0.89608,0.33863,0.51386,0.65133
Exp7,0.2495,0.9149,0.35059,0.52667,0.66087
Exp8,0.24762,0.90925,0.3442,0.51903,0.66247
Exp9,0.24988,0.91239,0.34998,0.52232,0.66118
Exp10,0.25165,0.92117,0.34984,0.52966,0.66755
