,0,1,2,3,4
CNN-obs,-0.1549,0.3668,-0.0147,-0.0394,0.645
RNN-obs,0.4864,0.5066,0.1756,0.4635,-0.0069
GRU-obs,0.2597,0.3371,0.3511,-0.0519,0.2987
DNN-obs,0.1387,-0.3587,0.7195,0.5697,0.5457
LSTM-obs,0.3909,0.4238,0.2875,0.1979,0.1858
