,0,1,2,3,4
CNN-obs,-0.1053,-0.0343,-0.1494,-0.1301,0.1749
RNN-obs,0.0924,0.0533,-0.0834,0.1591,-0.2174
GRU-obs,-0.0196,0.0249,0.0208,-0.1892,-0.0074
DNN-obs,-0.0585,-0.299,0.3011,0.1182,0.0648
LSTM-obs,0.0858,0.1146,-0.0103,-0.0709,-0.0784
