,0,1,2,3,4
CNN-obs,0.805,0.596,0.7545,0.7637,0.4463
RNN-obs,0.5368,0.5262,0.6801,0.5487,0.7516
GRU-obs,0.6445,0.6099,0.6034,0.7682,0.6273
DNN-obs,0.6952,0.8731,0.3967,0.4913,0.5048
LSTM-obs,0.5846,0.5686,0.6323,0.6708,0.6759
