,fc1_rmse_mean,fc1_r2_mean,test_loss_mean,train_loss_mean,valid_loss_mean,last_epoch,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_std,test_loss_max,test_loss_min,train_loss_std,train_loss_max,train_loss_min,valid_loss_std,valid_loss_max,valid_loss_min
LSTM-3-obs,5.0486,0.9219,0.0135,6.3566,0.7525,2.5e-05,0.0485,5.1121,4.9944,0.0015,0.9236,0.92,0.0001,0.0136,0.0134,0.0291,6.3962,6.3272,0.0407,0.8039,0.7043
LSTM-3-sg5,4.5981,0.9353,0.0144,3.0295,0.6285,3.125e-06,0.0313,4.6402,4.5653,0.0009,0.9362,0.9341,0.0002,0.0146,0.0141,0.106,3.157,2.8975,0.0143,0.648,0.6143
LSTM-3-sg7,4.4412,0.9396,0.0143,1.5927,0.6152,6.25e-06,0.0083,4.4517,4.4314,0.0002,0.9399,0.9393,0.0003,0.0147,0.0138,0.0594,1.6371,1.5088,0.0114,0.6289,0.6011
LSTM-3-sg9,4.1575,0.947,0.012,1.3213,0.5752,6.25e-06,0.0836,4.2361,4.0417,0.0021,0.95,0.945,0.0007,0.013,0.0112,0.0482,1.3722,1.2567,0.0147,0.5911,0.5556
LSTM-3-ew2,4.6957,0.9324,0.0132,4.0562,0.6585,6.25e-06,0.0435,4.7426,4.6377,0.0012,0.9341,0.9311,0.0004,0.0135,0.0127,0.1551,4.2365,3.8579,0.0035,0.6623,0.6538
LSTM-3-ew3,4.5631,0.9362,0.0134,2.9523,0.6479,1.25e-05,0.0691,4.6561,4.4905,0.0019,0.9382,0.9336,0.0004,0.0139,0.013,0.1251,3.0601,2.7768,0.0076,0.6581,0.6399
LSTM-3-ew4,4.4655,0.9389,0.0135,2.5217,0.6534,5e-05,0.0823,4.5764,4.3793,0.0023,0.9413,0.9359,0.0003,0.0138,0.0132,0.1905,2.7377,2.2743,0.0196,0.677,0.6291
