,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
LSTM-3-obs,10.7971,0.2412,10.9824,10.4564,0.6335,0.0162,0.6564,0.621
LSTM-3-sg5,11.8092,0.1761,12.0388,11.6108,0.5617,0.0131,0.5764,0.5446
LSTM-3-sg7,11.4062,0.1235,11.5698,11.2715,0.5911,0.0089,0.6008,0.5794
LSTM-3-sg9,9.8574,0.4672,10.2051,9.197,0.694,0.0284,0.7342,0.6728
LSTM-3-ew2,11.075,0.3719,11.3444,10.5492,0.6141,0.0256,0.6503,0.5956
LSTM-3-ew3,10.9788,0.2594,11.3103,10.677,0.621,0.018,0.6418,0.598
LSTM-3-ew4,10.9327,0.0732,10.995,10.8299,0.6244,0.0051,0.6315,0.6201
