,0,1,2,3,4
CNN-sg9,-0.2815,0.7916,0.7924,-0.2598,0.7967
RNN-sg9,0.9076,0.9073,0.9056,0.9037,0.9036
GRU-sg9,0.92,0.9167,0.92,0.9221,0.9172
DNN-sg9,0.7946,0.7857,0.7885,0.7874,0.7891
LSTM-sg9,0.909,0.9004,0.9111,0.9193,0.9222
