,0,1,2,3,4
CNN-sg9,-0.5163,-0.0956,-0.0879,-0.4904,-0.0769
RNN-sg9,-0.0384,0.0093,-0.039,-0.0036,-0.04
GRU-sg9,0.0948,-0.0196,0.0701,0.1173,0.0656
DNN-sg9,-0.0793,-0.1201,-0.0977,-0.1075,-0.1045
LSTM-sg9,-0.6136,-0.7367,-0.2878,-0.2425,-0.158
