,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-sg9,0.7112,0.1407,0.8873,0.5941,0.0637,0.371,0.3713,-0.4025
RNN-sg9,0.4814,0.004,0.4858,0.476,0.5873,0.0069,0.5964,0.5797
GRU-sg9,0.4496,0.0076,0.4577,0.4355,0.6398,0.0121,0.6622,0.6268
DNN-sg9,0.6015,0.0034,0.6051,0.5951,0.3555,0.0073,0.3693,0.3478
LSTM-sg9,0.4691,0.0222,0.5028,0.4394,0.6071,0.0374,0.6561,0.5497
