,0,1,2,3,4
CNN-sg9,0.9228,0.7844,0.7816,0.9149,0.7777
RNN-sg9,0.7637,0.7459,0.7639,0.7507,0.7642
GRU-sg9,0.713,0.7567,0.7227,0.7041,0.7244
DNN-sg9,0.7785,0.7931,0.7851,0.7886,0.7876
LSTM-sg9,0.9519,0.9876,0.8504,0.8353,0.8064
