,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg9,0.8363,0.0675,0.9228,0.7777,-0.2534,0.2043,-0.0769,-0.5163
RNN-sg9,0.7577,0.0078,0.7642,0.7459,-0.0223,0.021,0.0093,-0.04
GRU-sg9,0.7242,0.0178,0.7567,0.7041,0.0656,0.0465,0.1173,-0.0196
DNN-sg9,0.7866,0.0048,0.7931,0.7785,-0.1018,0.0134,-0.0793,-0.1201
LSTM-sg9,0.8863,0.0705,0.9876,0.8064,-0.4077,0.2257,-0.158,-0.7367
