,0,1,2,3,4
CNN-sg9,0.848,0.342,0.3413,0.8407,0.3378
RNN-sg9,0.2277,0.228,0.2301,0.2324,0.2326
GRU-sg9,0.2119,0.2162,0.2118,0.209,0.2155
DNN-sg9,0.3395,0.3468,0.3445,0.3454,0.344
LSTM-sg9,0.226,0.2364,0.2233,0.2128,0.209
