,0,1,2,3,4
CNN-sg9,0.8873,0.5984,0.5966,0.8798,0.5941
RNN-sg9,0.476,0.477,0.4858,0.4837,0.4843
GRU-sg9,0.4488,0.4577,0.4525,0.4355,0.4537
DNN-sg9,0.5951,0.6051,0.6019,0.6034,0.6022
LSTM-sg9,0.4846,0.5028,0.463,0.4558,0.4394
