,0,1,2,3,4
CNN-sg9,-0.4025,0.3622,0.3661,-0.3786,0.3713
RNN-sg9,0.5964,0.5948,0.5797,0.5832,0.5823
GRU-sg9,0.6413,0.6268,0.6352,0.6622,0.6333
DNN-sg9,0.3693,0.3478,0.3548,0.3515,0.354
LSTM-sg9,0.5817,0.5497,0.6182,0.63,0.6561
