,0,1,2,3,4
CNN-or,-0.1236,-0.1379,-0.1404,-0.1022,0.0224
RNN-or,0.0512,0.1302,0.0699,0.1222,0.0906
GRU-or,0.112,0.0419,-0.1694,-0.0875,-0.0336
DNN-or,-0.0049,-0.0806,-0.1379,0.0171,-0.0698
LSTM-or,-0.0026,0.0079,-0.0235,-0.0274,0.014
