,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.76226,0.79989,1.26648,2.25804,0.70006,3.29343
TestMSE,1.43143,0.54233,1.09529,1.76757,0.71995,2.42361
Step1,1.86053,1.21472,1.10764,2.61343,0.51573,3.59268
Step2,0.96614,0.33299,0.75975,1.17253,0.47565,1.67124
Step3,1.46763,1.14674,0.75687,2.17839,0.54839,4.13196
