,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,3.29343,2.42361,1.46763,1.67124,4.13196
Exp2,1.52749,1.05137,1.12049,0.9901,1.04352
Exp3,2.74716,2.10711,2.54603,0.95112,2.82416
Exp4,2.09925,1.73185,3.59268,1.04755,0.55532
Exp5,1.189,0.90262,1.05227,1.08495,0.57063
Exp6,2.19165,1.77241,3.56123,0.51606,1.23995
Exp7,1.82653,1.5051,3.40113,0.47565,0.63851
Exp8,1.32372,1.23362,0.51573,0.99369,2.19144
Exp9,0.72431,0.71995,0.53219,0.69518,0.93247
Exp10,0.70006,0.86673,0.81593,1.23586,0.54839
