,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg9,0.811,0.0325,0.8407,0.74,-0.173,0.0913,0.025,-0.2584
RNN-sg9,0.79,0.0213,0.8313,0.7549,-0.112,0.0601,-0.0147,-0.2307
GRU-sg9,0.8127,0.0189,0.845,0.7802,-0.1769,0.0547,-0.0838,-0.2716
DNN-sg9,0.843,0.1173,1.1811,0.7489,-0.2901,0.4085,0.0013,-1.484
LSTM-sg9,0.8215,0.0165,0.8469,0.7928,-0.2023,0.0481,-0.1191,-0.2771
