,0,1,2,3,4,5,6,7,8,9
CNN-sg9,0.2192,0.5551,0.1303,0.3159,-0.0452,-0.0488,0.6042,-0.0485,-0.0473,0.1966
RNN-sg9,0.3748,0.1858,0.5123,0.3906,0.363,0.5134,0.5603,0.5798,0.4131,0.4316
GRU-sg9,0.2201,0.1854,0.5806,0.1367,0.41,0.1634,-0.0096,0.3249,0.1936,0.2909
DNN-sg9,0.0162,0.4661,0.6903,0.165,-0.06,0.2599,0.6277,0.4369,0.3174,-1.6126
LSTM-sg9,0.194,0.2814,0.1376,0.1865,0.3835,0.2687,0.3503,0.23,0.1358,0.1479
