,0,1,2,3,4,5,6,7,8,9
CNN-sg9,0.8064,0.8227,0.7573,0.8234,0.8289,0.8305,0.74,0.8304,0.8298,0.8407
RNN-sg9,0.8024,0.8313,0.7893,0.789,0.7994,0.791,0.7549,0.7599,0.8063,0.7761
GRU-sg9,0.816,0.8314,0.7802,0.8307,0.7864,0.816,0.845,0.808,0.806,0.8076
DNN-sg9,0.8339,0.7505,0.7489,0.838,0.8082,0.8247,0.7798,0.8336,0.8317,1.1811
LSTM-sg9,0.8259,0.8132,0.8414,0.8169,0.7928,0.8146,0.8005,0.8269,0.8363,0.8469
